"person","birthDate","deathDate","personName"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19060","1622","http://www.vondel.humanities.uva.nl/ecartico/persons/19060#deathdate","Hendrik Philips Plappart"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19113","1635","http://www.vondel.humanities.uva.nl/ecartico/persons/19113#deathdate","Engeltje de Raed"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19200","1643","http://www.vondel.humanities.uva.nl/ecartico/persons/19200#deathdate","Jannetje Jans de Rood"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19288","1627","http://www.vondel.humanities.uva.nl/ecartico/persons/19288#deathdate","Rudolf Scholten"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19317","1649","http://www.vondel.humanities.uva.nl/ecartico/persons/19317#deathdate","Elisabeth Schut"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19405","1651","http://www.vondel.humanities.uva.nl/ecartico/persons/19405#deathdate","Machtelt Sporremaker"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19423","1634","http://www.vondel.humanities.uva.nl/ecartico/persons/19423#deathdate","Christina Carstens Steen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19426","1645","http://www.vondel.humanities.uva.nl/ecartico/persons/19426#deathdate","Annetje Steenbergh"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1943","1650","1723","Hermannus Pieters Collenius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19479","1623","1703-01-25","Isaak Jans van Swol"
"http://www.vondel.humanities.uva.nl/ecartico/persons/1949","1634-08-12","http://www.vondel.humanities.uva.nl/ecartico/persons/1949#deathdate","Adam Isaacksz. (de) Colonia"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19518","1645","http://www.vondel.humanities.uva.nl/ecartico/persons/19518#deathdate","Gerrit Timmerman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19586","1641","http://www.vondel.humanities.uva.nl/ecartico/persons/19586#deathdate","Barent Velthuijsen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19591","1638","http://www.vondel.humanities.uva.nl/ecartico/persons/19591#deathdate","Petronella Engels van der Venne"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19668","1651","http://www.vondel.humanities.uva.nl/ecartico/persons/19668#deathdate","Elisabeth Vos"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19681","1632","http://www.vondel.humanities.uva.nl/ecartico/persons/19681#deathdate","Roelof Pieter Eilharts de Vries"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19811","1651","1689-02-11","Susanna de Wit"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19818","1645","http://www.vondel.humanities.uva.nl/ecartico/persons/19818#deathdate","Johannes Woesthoven"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19825","1646","http://www.vondel.humanities.uva.nl/ecartico/persons/19825#deathdate","Dirck de Wolff"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19852","1625","http://www.vondel.humanities.uva.nl/ecartico/persons/19852#deathdate","Anneke Zekers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19897","1649","http://www.vondel.humanities.uva.nl/ecartico/persons/19897#deathdate","Hester Claes"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19987","1643","http://www.vondel.humanities.uva.nl/ecartico/persons/19987#deathdate","Annetje Hendricks"
"http://www.vondel.humanities.uva.nl/ecartico/persons/19997","1633","http://www.vondel.humanities.uva.nl/ecartico/persons/19997#deathdate","Janneke Hendricx"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20008","1647","http://www.vondel.humanities.uva.nl/ecartico/persons/20008#deathdate","Femmetje Hendriks Poeraet"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20063","1632","http://www.vondel.humanities.uva.nl/ecartico/persons/20063#deathdate","Geertie Jans"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20099","1641","http://www.vondel.humanities.uva.nl/ecartico/persons/20099#deathdate","Barent Jansen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20118","1640","1687","Pieter Jeuriaens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20134","1637","http://www.vondel.humanities.uva.nl/ecartico/persons/20134#deathdate","Maria Meijnderts"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2020","1632-05-09","http://www.vondel.humanities.uva.nl/ecartico/persons/2020#deathdate","Leendert van der Cooghen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2060","1630-02-15","1713-09-10","Philippe de Corbehem de Dunkerque"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20651","1622","1698","Gerard Lodewijk van der Macht"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20712","1649-09-26","1711-06-08","Katharina Lescailje"
"http://www.vondel.humanities.uva.nl/ecartico/persons/20790","1640","http://www.vondel.humanities.uva.nl/ecartico/persons/20790#deathdate","Annetje Jans"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21101","1628","1705","Dirck Jansz. van Reenen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21140","1644-01-17","1704-05-15","Petronella Nobel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21184","1622","1678","Gerrit Beeckman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21185","1623","1707","Willem Beeckman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21186","1624","1711","Martinus Beeckman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21187","1626","1684","Johannes Beeckman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21214","1626","1676","Jacob Pietersz Paets"
"http://www.vondel.humanities.uva.nl/ecartico/persons/2128","1630-09-01","http://www.vondel.humanities.uva.nl/ecartico/persons/2128#deathdate","Pieter Jacobsz Cosijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21298","1640-10-17","1704","Bernardus Schotanus à Sterringa"
"http://www.vondel.humanities.uva.nl/ecartico/persons/21355","1638","http://www.vondel.humanities.uva.nl/ecartico/persons/21355#deathdate","Geertruyt Boonefaes van Haestrecht"
"http://www.vondel.humanities.uva.nl/ecartico/persons/46628","1645","http://www.vondel.humanities.uva.nl/ecartico/persons/46628#deathdate","Anna de Hooge"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47094","1634-03-20","1698-06-11","Balthasar Bekker"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47263","1629-10-31","1665-08-14","Carlo III Gonzaga"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47581","1646","http://www.vondel.humanities.uva.nl/ecartico/persons/47581#deathdate","Severinus Theodori Cantor"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47637","1627","http://www.vondel.humanities.uva.nl/ecartico/persons/47637#deathdate","Gerrit Florisz Wildeman"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47734","1638","1711","Willem Bogardus"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47763","1643-12-16","1704-01-12","Theodorus Schrevelius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47765","1650-02","1700-08-08","Elisabeth van Peenen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47895","1622","1673","David d' Ablaing"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47917","1651-03-07","1738-04-14","Alida de Graeff"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47919","1623-10-21","1656-07-05","Elisabeth Bicker van Swieten"
"http://www.vondel.humanities.uva.nl/ecartico/persons/47942","1641","1678","Coletta van Wissel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48017","1631-11-01","1679-12-26","Petrus Montanus"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48079","1628-06-09","http://www.vondel.humanities.uva.nl/ecartico/persons/48079#deathdate","Mattheus Sladus"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48330","1623-08-25","1694-12-12","Filippo Lauri"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48550","1651","http://www.vondel.humanities.uva.nl/ecartico/persons/48550#deathdate","Baldina Margrieta Fonteijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48914","1636-02-12","1708-10-22","Herman Witsius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48929","1625","1681-11-26","Christiaen Melder"
"http://www.vondel.humanities.uva.nl/ecartico/persons/48939","1644-12-27","1733-02-15","Maritge Jacobsdochter van Wetteren"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49175","1631-05-10","1693-09-13","Flavio Chigi"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49349","1638-09-05","1715-09-01","Louis XIV"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49350","1634-06-20","1675-06-12","Charles Emmanuel II of Savoy"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49449","1645-04-06","1690","Juriaan van Poolsum"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49454","1650-07-14","1723-04-10","Gerard van Poolsum"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49500","1623","http://www.vondel.humanities.uva.nl/ecartico/persons/49500#deathdate","Catharina Rotgans"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49550","1628","http://www.vondel.humanities.uva.nl/ecartico/persons/49550#deathdate","Claes Danielsz. van Beuningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49577","1624-08-24","1707-03-22","Petronella de la Court"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49604","1645","1701-09-29","Jacob Matham"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49625","1631-11-04","1660-12-24","Maria Henriëtte Stuart"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49646","1631","1705","Maria van Beuningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49647","1635","1686","Jan van Beuningen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49653","1632","http://www.vondel.humanities.uva.nl/ecartico/persons/49653#deathdate","Jan Koenerding"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49684","1637-08-19","1720-05-16","Jacobus Vallan"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49695","1635","1706","Johanna le Gillon"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49729","1650-04-27","1714-03-27","Charlotte Amalia von Hessen-Kassel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49731","1646-04-15","1699-08-25","Christiaan V van Denemarken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49733","1628-02-24","1685-02-20","Sophia Amalia van Brunswijk-Lüneburg"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49771","1636","http://www.vondel.humanities.uva.nl/ecartico/persons/49771#deathdate","Jan Pietersz Paerslaken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49772","1638","http://www.vondel.humanities.uva.nl/ecartico/persons/49772#deathdate","Cornelia Dommers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49781","1640","1696-06-15","Johannes Paerslaken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49782","1648","http://www.vondel.humanities.uva.nl/ecartico/persons/49782#deathdate","Elisabeth Heussen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49790","1640","1695","Jacoba Bicker"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49792","1649-07-20","1709-11-23","Hans Willem Bentinck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49838","1638","1684-02-22","Hendrik Venkel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49911","1627-12-25","1681","Margaretha Tortarolis"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49912","1641-10-18","1710-10-02","Maria Leonards"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49923","1632-10-16","1706-01-24","Sara Nevius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49927","1635","1711","Wilhelmus à Brakel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/49981","1648","1729-02-08","Geertruijt van Halmael"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50018","1629-03-22","1679-01-27","Aeltgen Bruyning"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50576","1631-06-02","1708-03-14","Joannes Vollenhove"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50652","1633-08-23","1719-05-29","Abraham Trommius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50663","1632-10","http://www.vondel.humanities.uva.nl/ecartico/persons/50663#deathdate","Philippus Baldaeus"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50777","1630-03-01","1706","Simon Oomius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50850","1628-11-09","1663-06-02","Maria van der Hoeven"
"http://www.vondel.humanities.uva.nl/ecartico/persons/50937","1623","1666","Pieter Lucasz van der Venne"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51004","1636","1707-04","Johannes Blommendael"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52148","1634-06-13","1665-10-13","Claes Hachtingius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52149","1632-09-02","1665-10-25","Stijntje Arnoldus Hachtingius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52183","1643","1643","NN"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52238","1632","http://www.vondel.humanities.uva.nl/ecartico/persons/52238#deathdate","Willem van Beverwijck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52255","1623-05-28","1678-12-05","David Doornick"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51056","1625-09-24","1672-08-20","Johan de Witt"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51058","1623-06-15","1672-08-20","Cornelis de Witt"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51059","1632-05-31","1706-08-05","Maria van Berckel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51101","1643-08-18","1685","Mattheus Lydius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51277","1641-10-14","1719-03-30","Adriaen Pars"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51294","1622-07-31","1689-09-11","Geertruijdt van Soestdijck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51422","1649-12-14","1684-01-25","Hendrick Tholinx"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51629","1626-06-19","1683-01-31","Abraham Munting"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51637","1636-03-13","1694-11-08","Ulricus Huber"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5176","1627-02-18","1686-04-12","Casper Merian"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5177","1647-04-04","1717-01-13","Maria Sybilla Merian"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51770","1622-11-12","1649-12-31","Caspar van Kinschot"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5179","1621-06-25","1687-02-15","Mattheus Merian II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51795","1644-09-23","1703-12-28","George Hendrik Petri "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51809","1644-05-26","1712-06-22","Jacob Willemsen "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51820","1635-07-07","1700-02-17","Jan Norel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51845","1639","1683-05-26","Johan Stalpart van der Wiel "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51875","1633-04-08","http://www.vondel.humanities.uva.nl/ecartico/persons/51875#deathdate","Petrus Schaak"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51892","1636","1673","Robertus Keuchenius "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51893","1643-12-26","1713-10-31","Salomon van Til "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51899","1625-01-10","1664-10-07","Tieleman Jansz van Bracht "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51903","1651","1719-03-31","Wilhelmus d' Orville "
"http://www.vondel.humanities.uva.nl/ecartico/persons/51909","1627-12-10","1673-01-27","Agatha van Rijn"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51910","1631-07-24","1693-10-03","Alida de Groot"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51940","1641","http://www.vondel.humanities.uva.nl/ecartico/persons/51940#deathdate","Susanna Francen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/51978","1623","1668","Daniel Francen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52004","1648","1708","Johannes Pieter Rethaan"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52021","1646","1691","Michael van der Malen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5204","1629-01","http://www.vondel.humanities.uva.nl/ecartico/persons/5204#deathdate","Gabriël Metsu"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5208","1642-11-10","http://www.vondel.humanities.uva.nl/ecartico/persons/5208#deathdate","Claes Pietersz. van der Meulen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/52274","1645-09-12","1723-12-16","Brigitta Stuijling"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5275","1644-08-07","http://www.vondel.humanities.uva.nl/ecartico/persons/5275#deathdate","Daniël Mijtens II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5287","1632","1696-07-22","Hendrik van Minderhout"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5295","1649-09-15","1727","Jacob Moelaert"
"http://www.vondel.humanities.uva.nl/ecartico/persons/536","1640-01-19","http://www.vondel.humanities.uva.nl/ecartico/persons/536#deathdate","Paul Allard"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5363","1647","1706","Frans Monnaville"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5653","1624-04-15","1681-06-16","Pieter de Nijs"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5707","1646-01-10","http://www.vondel.humanities.uva.nl/ecartico/persons/5707#deathdate","Jan Offermans"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5752","1630-08-20","1693-11-12","Maria van Oosterwyck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5755","1628","1661-10-08","Jozef Oostfries"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5776","1638-07-04","http://www.vondel.humanities.uva.nl/ecartico/persons/5776#deathdate","Edward van Ordoni"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5850","1636","1715-06-13","Willem Vincentsz Paets"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5863","1622-04-18","1709-02-11","Louise Hollandine van de Palts"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5883","1623","1677-01-13","Simon de Pape II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5916","1638-05-06","1710-10-07","Jan van Pee"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5922","1648-10-17","1702-09-02","Bonaventura Peeters II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5926","1645-06-01","1678-08-01","Gillis Peeters II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5928","1637-11-28","http://www.vondel.humanities.uva.nl/ecartico/persons/5928#deathdate","Jacob Peeters I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/5991","1631-05-19","1714-08-11","Christoffel Pierson"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6180","1631-11-25","http://www.vondel.humanities.uva.nl/ecartico/persons/6180#deathdate","Catharina Questiers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6251","1626-09-18","1680-09-12","Constantijn Daniël van Renesse"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6333","1635-08-01","1703-09-12","Joseph Roettiers"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6334","1640-09-13","http://www.vondel.humanities.uva.nl/ecartico/persons/6334#deathdate","Philipp Roettiers II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6369","1625","http://www.vondel.humanities.uva.nl/ecartico/persons/6369#deathdate","Jacob Isackss Rooleeuw"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6376","1631-09-29","1685-10-03","Johan Hendrik Roos"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6378","1640","1678","Arnold de Roose"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6553","1630-05-31","1708-08-15","Jacob van Sandrart"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6580","1624-07-24","http://www.vondel.humanities.uva.nl/ecartico/persons/6580#deathdate","Levinus Savery"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6663","1635","1678-12","Gillis van Scheyndel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6664","1632-03","1683-08-29","Pieter Schick"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6741","1634","1707-12","Theodoor Cornelisz van der Schuer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6743","1627-09-05","1702-03-07","Pieter van Schuppen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6798","1635","http://www.vondel.humanities.uva.nl/ecartico/persons/6798#deathdate","Gilliam van Siberecht"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6811","1642-05-18","1693-10-15","Christoffel van Sichem IV"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6905","1651-11-02","1691-09-01","Abraham (de) Snaphaen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6940","1628-06-07","1649-04-02","Jacobus van Solt"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6942","1641-03-10","1724-05-18","Jan Pietersz Somer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6951","1637-01","1673-07-11","Charles de Somme"
"http://www.vondel.humanities.uva.nl/ecartico/persons/6998","1635-08-30","http://www.vondel.humanities.uva.nl/ecartico/persons/6998#deathdate","Peter Spierincks"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7189","1637-04-19","1709-03-22","Nicolas Stramot II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7246","1637-02-12","1680-02-17","Jan Swammerdam"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7312","1651-03-07","1725-09-29","Jan Peter Tassaert"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7334","1649-05-14","1711-01-21","Augustus Terwesten I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7361","1640-03-17","1706-02-11","Maria Theresia van Thielen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7535","1632-11-06","http://www.vondel.humanities.uva.nl/ecartico/persons/7535#deathdate","Bernard Vaillant"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7537","1627-08-19","http://www.vondel.humanities.uva.nl/ecartico/persons/7537#deathdate","Jan Vaillant"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7610","1637-10-20","http://www.vondel.humanities.uva.nl/ecartico/persons/7610#deathdate","Nicolas van de Veken"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7635","1634-02-27","http://www.vondel.humanities.uva.nl/ecartico/persons/7635#deathdate","Peter van den Velde"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7734","1644","http://www.vondel.humanities.uva.nl/ecartico/persons/7734#deathdate","Gijsbrecht Jacobsz. Verhoek"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7736","1633-09-04","1702-09-29","Pieter Jacobsz. Verhoek"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7774","1628-10-22","http://www.vondel.humanities.uva.nl/ecartico/persons/7774#deathdate","Jan Vermeer van Haarlem I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7813","1646-06-05","1722-06-20","Victor Verspilt"
"http://www.vondel.humanities.uva.nl/ecartico/persons/785","1633-04-23","1703-11-14","Martin (de) Bast"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7883","1628-10-11","1702-07-26","Vincent Laurensz. van der Vinne I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7917","1643","1690-09-30","Isaak Jansen de Vleeshouwer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7923","1630-10-28","http://www.vondel.humanities.uva.nl/ecartico/persons/7923#deathdate","Cornelia de Vlieger"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7945","1637-06-27","http://www.vondel.humanities.uva.nl/ecartico/persons/7945#deathdate","Alexander Voet II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7962","1633-09-17","http://www.vondel.humanities.uva.nl/ecartico/persons/7962#deathdate","Bernard Vollenhove"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7964","1649","1728","Johannes Vollevens I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/7977","1647-11-11","http://www.vondel.humanities.uva.nl/ecartico/persons/7977#deathdate","Johannes Voorhout I"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8033","1624","http://www.vondel.humanities.uva.nl/ecartico/persons/8033#deathdate","Nicolaes Vosmaer"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8050","1645-12-03","1702-04-16","Nicolaes de Vree"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8160","1628-05-28","http://www.vondel.humanities.uva.nl/ecartico/persons/8160#deathdate","Jan Baptist Wans"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8194","1647","http://www.vondel.humanities.uva.nl/ecartico/persons/8194#deathdate","Erick van den Weerelt"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8223","1651-02-21","1725-04-18","Arnold van Westerhout"
"http://www.vondel.humanities.uva.nl/ecartico/persons/831","1622-04-24","1678","Osias Beert II"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8373","1627-05-16","http://www.vondel.humanities.uva.nl/ecartico/persons/8373#deathdate","Jan Baptist de Witte"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8392","1648-10-24","1692-08-25","Aleida Wolfsen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8442","1648-01-01","http://www.vondel.humanities.uva.nl/ecartico/persons/8442#deathdate","Mathys Wulfraet"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8561","1634-05-26","1685-06-12","Dirck Jansz Heemskerck van Beest"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8563","1645-05-10","1696-01-24","Geertruid Delff"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8564","1622-10-12","1678-09-09","Anna van Hoogenhouck"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8584","1627","1702-06-15","Georgius Everhardus Rumphius"
"http://www.vondel.humanities.uva.nl/ecartico/persons/861","1630-06-10","1708-12-20","Willem van Bemmel"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8638","1630","1661","Margaretha Boortens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8716","1638-08-05","http://www.vondel.humanities.uva.nl/ecartico/persons/8716#deathdate","Victor Victors"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8770","1624","1700","Michael Neidlinger"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8797","1623-08-23","1675-05-18","StanisÅaw Lubieniecki"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8907","1648-12-18","http://www.vondel.humanities.uva.nl/ecartico/persons/8907#deathdate","Elisabeth Reijnst"
"http://www.vondel.humanities.uva.nl/ecartico/persons/891","1629","http://www.vondel.humanities.uva.nl/ecartico/persons/891#deathdate","Hendrick Berckmans"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8928","1647","http://www.vondel.humanities.uva.nl/ecartico/persons/8928#deathdate","Jan Mathijsz Balen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/8929","1649-08-29","1729-01-29","Digna Schepens"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9013","1636","1701","Johann Andreas Graff"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9083","1645-12-14","http://www.vondel.humanities.uva.nl/ecartico/persons/9083#deathdate","Jacob de Wilde"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9085","1630-02-26","1706-10-23","Egbertus Veen"
"http://www.vondel.humanities.uva.nl/ecartico/persons/9135","1645","http://www.vondel.humanities.uva.nl/ecartico/persons/9135#deathdate","Marrike Marcus"
